번호,등록번호,서명(자료명),저자,출판사,출판년도,청구기호,입수유형,자료형태,,,가격,,,도서상태,등록일
191,3219,고대의 이집트,한스 라이하르트,대일,2000,080 교66ㄷ v.1,구입,단행본,,,￦,"10,000",,대출가능,2013-11-20
192,3220,애완동물의 세계,게오프레이 코에,대일,2000,080 교66ㄷ v.2,구입,단행본,,,￦,"10,000",,대출가능,2013-11-20
193,3221,사람의 친구 개,어빙 로빈,대일,2000,080 교66ㄷ v.3,구입,단행본,,,￦,"10,000",,대출가능,2013-11-20
194,3222,지구의 자연재해,한스 라이하르트,대일,2000,080 교66ㄷ v.4,구입,단행본,,,￦,"10,000",,대출가능,2013-11-20
195,3223,사막 여행,펠리스 수톤,대일,2000,080 교66ㄷ v.5,구입,단행본,,,￦,"10,000",,대출가능,2013-11-20
196,3224,새들의 세계,로버트 메튜슨,대일,2000,080 교66ㄷ v.6,구입,단행본,,,￦,"10,000",,대출가능,2013-11-20
197,3225,바다의 생물,게오프레이 코에,대일,2000,080 교66ㄷ v.7,구입,단행본,,,￦,"10,000",,대출가능,2013-11-20
198,3226,벌과 개미의 세계,로날드 루드,대일,2000,080 교66ㄷ v.8,구입,단행본,,,￦,"10,000",,대출가능,2013-11-20
199,3227,위대한 발견들,어빙 로빈,대일,2000,080 교66ㄷ v.9,구입,단행본,,,￦,"10,000",,대출가능,2013-11-20
200,3228,훌륭한 의사들,한스 라이하릍트,대일,2000,080 교66ㄷ v.10,구입,단행본,,,￦,"10,000",,대출가능,2013-11-20
201,3229,우리의 지구,펠릭스 수톤,대일,2000,080 교66ㄷ v.11,구입,단행본,,,￦,"10,000",,대출가능,2013-11-20
202,3230,신비한 달의 세계,에리히 위벨라커,대일,2000,080 교66ㄷ v.12,구입,단행본,,,￦,"10,000",,대출가능,2013-11-20
203,3232,파충류와 양서류,만프레드 니퀴시,대일,2000,080 교66ㄷ v.14,구입,단행본,,,￦,"10,000",,대출가능,2013-11-20
204,3233,고대의 동물들,존 부르톤니퀴시,대일,2000,080 교66ㄷ v.15,구입,단행본,,,￦,"10,000",,대출가능,2013-11-20
205,3234,야생동물의 세계,마틴 킨,대일,2000,080 교66ㄷ v.16,구입,단행본,,,￦,"10,000",,대출가능,2013-11-20
206,3235,로보트와 컴퓨터,로베르트 샤르프,대일,2000,080 교66ㄷ v.17,구입,단행본,,,￦,"10,000",,대출가능,2013-11-20
207,3236,기구와 비행기,H.J 하이랜드,대일,2000,080 교66ㄷ v.18,구입,단행본,,,￦,"10,000",,대출가능,2013-11-20
208,3237,배의 역사,존 부르톤,대일,2000,080 교66ㄷ v.19,구입,단행본,,,￦,"10,000",,대출가능,2013-11-20
209,3238,사라져버린 도시들,어빙 로빈,대일,2000,080 교66ㄷ v.20,구입,단행본,,,￦,"10,000",,대출가능,2013-11-20
210,3324,갈매기의 꿈,리처드 바크,한국교육평가원,2000,843.8 리764ㄱ c.2,구입,단행본,,,￦,"6,000",,대출가능,2013-11-20
211,3325,갈매기의 꿈,리처드 바크,한국교육평가원,2000,843.8 리764ㄱ c.3,구입,단행본,,,￦,"6,000",,대출가능,2013-11-20
212,3597,그래서 이런 말이 생겼대요-우리말편,우리누리,꿈소담이,2000,712 우298ㄱ c.2,구입,단행본,,,￦,"7,000",,대출가능,2013-11-20
213,3598,그래서 이런 말이 생겼대요-한자.외래어편,우리누리,꿈소담이,2000,712 우298ㄱ,구입,단행본,,,￦,"7,000",,대출가능,2013-11-20
214,3776,난초를 닮은 화가 김정희,안성희,나무숲,2000,650.99 어298ㄴ v.2,구입,단행본,,,￦,"9,000",,대출가능,2013-11-20
215,3777,(난초를 닮은 서화가)김정희,안성희,나무숲,2000,650.99 어298ㄴ v.2 c.2,구입,단행본,,,￦,"9,000",,대출가능,2013-11-20
216,3778,(나무가 되고 싶은 화가) 박수근,김현숙,나무숲,2000,650.99 어298ㄴ v.1,구입,단행본,,,￦,"9,000",,대출가능,2013-11-20
217,3838,카메라의 발명,교학사,교학사,2001,507.5 교82ㅅ v.5 c.2,구입,단행본,,,￦,"5,000",,대출가능,2013-11-20
218,3839,기차의 발명,교학사,교학사,2001,507.5 교82ㅅ v.4 c.2,구입,단행본,,,￦,"5,000",,대출가능,2013-11-20
219,3842,자전거의 발명,교학사,교학사,2001,507.5 교82ㅅ v.10 c.2,구입,단행본,,,￦,"5,000",,대출가능,2013-11-20
220,3843,전등의 발명,교학사,교학사,2001,507.5 교82ㅅ v.7 c.2,구입,단행본,,,￦,"5,000",,대출가능,2013-11-20
221,3846,영화의 발명,교학사,교학사,2001,507.5 교82ㅅ v.8 c.2,구입,단행본,,,￦,"5,000",,대출가능,2013-11-20
222,3847,자동차의 발명,교학사,교학사,2001,507.5 교82ㅅ v.6 c.2,구입,단행본,,,￦,"5,000",,대출가능,2013-11-20
223,3849,아이스크림의 발명,교학사,교학사,2001,507.5 교82ㅅ v.3,구입,단행본,,,￦,"5,000",,대출가능,2013-11-20
224,3851,비행기의 발명,교학사,교학사,2001,507.5 교82ㅅ v.2 c.2,구입,단행본,,,￦,"5,000",,대출가능,2013-11-20
225,3854,전화의 발명,교학사,교학사,2001,507.5 교82ㅅ v.1 c.2,구입,단행본,,,￦,"5,000",,대출가능,2013-11-20
226,3855,수세식 화장실의 발명,교학사,교학사,2001,507.5 교82ㅅ v.9 c.2,구입,단행본,,,￦,"5,000",,대출가능,2013-11-20
227,3911,장발장,빅토르 위고,능인,2000,863.8 빅785ㅈ c.2,구입,단행본,,,￦,"5,000",,대출가능,2013-11-20
228,3933,나는 눈이 올 것 같다고 말했지만 친구는 비가 올 것,노성빈,(주)예림당,1996,811.8 특54 v.4 c.2,구입,단행본,,,￦,"5,000",,대출가능,2013-11-20
229,3943,원자여행,윤석진,벽호,2000,401.8 원298ㅂ v.9,구입,단행본,,,￦,"6,500",,대출가능,2013-11-20
230,4149,이왕이면 이집트,테리 디어리,주니어 김영사,2001,909 앗62ㅈ v.1,구입,단행본,,,￦,"3,900",,대출가능,2013-11-20
231,4150,그럴싸한 그리스,테리 디어리,주니어 김영사,2001,909 앗62ㅈ v.2,구입,단행본,,,￦,"3,900",,대출가능,2013-11-20
232,4151,모든 길은 로마로,테리 디어리,주니어 김영사,2001,909 앗62ㅈ v.3,구입,단행본,,,￦,"3,900",,대출가능,2013-11-20
233,4152,혁명이 후끈후끈,테리 디어리,주니어 김영사,2001,909 앗62ㅈ v.4,구입,단행본,,,￦,"3,900",,대출가능,2013-11-20
234,4154,바이바이 바이킹,테리 디어리,주니어 김영사,2001,909 앗62ㅈ v.6,구입,단행본,,,￦,"3,900",,대출가능,2013-11-20
235,4301,세상에서 가장 친한 친구,이경혜,푸른나무,1998,813.8 이14ㅅ c.9,구입,단행본,,,￦,"5,500",,대출가능,2013-11-20
236,4330,우리들의 일그러진 영웅,이문열,다림,2001,813.8 이36ㅇ c.2,구입,단행본,,,￦,"5,500",,대출가능,2013-11-20
237,4332,우리들의 일그러진 영웅,이문열,다림,2001,813.8 이36ㅇ c.4,구입,단행본,,,￦,"5,500",,대출가능,2013-11-20
238,4399,부자 아빠 가난한 아빠. 1: 부자가 들려주는 돈과 투자의 비밀,로버트 기요사키,황금가지,2001,교사 813.8 로44ㅂ v.1,구입,단행본,,,￦,"9,000",,대출가능,2013-11-20
239,4417,왜곡 일본 역사교과서 바로잡기,송영심,문공사,2001,909 송64ㅇ,구입,단행본,,,￦,"6,500",,대출가능,2013-11-20
240,4421,한국생활사 박물관1. 1,한국생활사박물관편찬위원회,사계절,2001,911 한16ㅎ v.1 c.2,구입,단행본,,,￦,"15,000",,대출가능,2013-11-20
241,4423,영어로 읽는 만화 탈무드,김진영,꿈이 있는 집,2001,239.3 김78ㅇ,구입,단행본,,,￦,"6,800",,대출가능,2013-11-20
242,4427,새 하늘을 연 영웅들,정하섭,창작과 비평사,2001,813.8 정92ㅇ v.3,구입,단행본,,,￦,"6,500",,대출가능,2013-11-20
243,4430,아버지를 찾아서,정하섭,창작과 비평사,2001,813.8 정92ㅇ v.4 c.3,구입,단행본,,,￦,"6,500",,대출가능,2013-11-20
244,4454,아주 특별한 별자리 여행,두그루,꿈동산,2001,443.89 두17ㅇ,구입,단행본,,,￦,"6,500",,대출가능,2013-11-20
245,4468,뚱보 왕뱀이,구은영,대교출판,2001,813.8 구67ㄸ,구입,단행본,,,￦,"6,500",,대출가능,2013-11-20
246,4470,악어의 강,김도희,대교출판,2001,813.8 김25ㅇ c.2,구입,단행본,,,￦,"6,500",,대출가능,2013-11-20
247,4472,겁쟁이 한울이,김영희,대교출판,2001,813.8 김64ㄱ,구입,단행본,,,￦,"6,500",,대출가능,2013-11-20
248,4474,아틀란티스 : 잃어버린 제국,계림 편집부,계림,2001,그림 843 계298ㅇ,구입,단행본,,,￦,"7,500",,대출가능,2013-11-20
249,4480,해찬이의 학교 예절 배우기,몽당연필,대교출판,2001,192.5 눈195ㄷ v.4,구입,단행본,,,￦,"6,000",,대출가능,2013-11-20
250,4481,해찬이의 학교 예절 배우기,몽당연필,대교출판,2001,192.5 눈195ㄷ v.4 c.2,구입,단행본,,,￦,"6,000",,대출가능,2013-11-20
251,4482,샛별이랑 한별이의 가정 예절 배우기,박혜숙,대교출판,2001,192.5 눈195ㄷ v.5 c.2,구입,단행본,,,￦,"6,000",,대출가능,2013-11-20
252,4484,샛별이랑 한별이의 사회 예절 배우기,박혜숙,대교출판,2001,192.5 눈195ㄷ v.6,구입,단행본,,,￦,"6,000",,대출가능,2013-11-20
253,4499,별난 아이,조대현,예림당,2001,813.8 조23ㅂ c.2,구입,단행본,,,￦,"6,000",,대출가능,2013-11-20
254,4506,우리 엄마 데려다 줘,김옥,파랑새 어린이,2001,813.8 김65ㅇ,구입,단행본,,,￦,"7,000",,대출가능,2013-11-20
255,4508,셰익스피어의 5대 희극,이정원,나래,2001,843.8 이74ㅅ,구입,단행본,,,￦,"6,000",,대출가능,2013-11-20
256,4515,"뚱보면 어때, 난 나야",이미애,파랑새 어린이,2001,813.8 이38ㄸ c.2,구입,단행본,,,￦,"7,000",,대출가능,2013-11-20
257,4519,학대받는 아이들,이호철,보리,2001,813.8 이85ㅎ c.2,구입,단행본,,,￦,"9,000",,대출가능,2013-11-20
258,4688,할아버지 이뽑기,남진원,대교출판,1997,811.8 눈195 v.14,구입,단행본,,,￦,"3,800",,대출가능,2013-11-20
259,4691,바람이 하는 말,김원석,대교출판,1997,811.8 눈195 v.7,구입,단행본,,,￦,"3,800",,대출가능,2013-11-20
260,4692,우리 동네 이야기,정두리,대교출판,1999,811.8 정26ㅇ,구입,단행본,,,￦,"3,800",,대출가능,2013-11-20
261,4693,우리 동네 이야기,정두리,대교출판,1999,811.8 정26ㅇ c.2,구입,단행본,,,￦,"3,800",,대출가능,2013-11-20
262,4698,교과서 속 한국인물 100,해오름,대교출판,2001,991.82 해65ㄱ c.2,구입,단행본,,,￦,"8,000",,대출가능,2013-11-20
263,4705,꼬마 과학자 창근이의 관찰실험 일기,문창근,대교출판,2001,404 문762ㄲ c.2,구입,단행본,,,￦,"6,500",,대출가능,2013-11-20
264,4722,열두살에 부자가 된 키라,보도 섀퍼,을파소,2001,853 섀894ㅇ c.5,구입,단행본,,,￦,"12,000",,대출가능,2013-11-20
265,4724,인권변호사 조영래,박상률 지음,사계절,2001,991.81 어298 v.6 c.2,구입,단행본,,,￦,"6,800",,대출가능,2013-11-20
266,4736,작은 가우 아가씨,진 프리츠,대교출판,1994,813.8 진797ㅈ c.3,구입,단행본,,,￦,"5,800",,대출가능,2013-11-20
267,4766,뚱딴지 북한탐방,박영규,대교출판,2001,909 박64ㄸ c.2,구입,단행본,,,￦,"5,500",,대출가능,2013-11-20
268,4807,오즈의 허수아비,L.프랭크 바움,문학세계사,2001,843.8 바66ㅇ v.9 c.2,구입,단행본,,,￦,"7,900",,대출가능,2013-11-20
269,4817,헤라클레스의 열두가지 모험,니콜라 코쉬,아이세움,2001,219 니775ㅎ c.4,구입,단행본,,,￦,"8,500",,대출가능,2013-11-20
270,4818,헤라클레스의 열두가지 모험,니콜라 코쉬,아이세움,2001,219 니775ㅎ c.5,구입,단행본,,,￦,"8,500",,대출가능,2013-11-20
271,4832,어떤 솔거의 죽음,조정래,다림,2001,813.8 조74ㅇ c.3,구입,단행본,,,￦,"6,000",,대출가능,2013-11-20
272,4836,"아,발해",송언,우리교육,2000,911 송64ㅇ c.2,구입,단행본,,,￦,"6,000",,대출가능,2013-11-20
273,4845,칠성 무당벌레,이상배,파랑새어린이,2001,400 민27ㅍ v.8,구입,단행본,,,￦,"8,000",,대출가능,2013-11-20
274,4846,칠성 무당벌레,이상배,파랑새어린이,2001,400 민27ㅍ v.8 c.2,구입,단행본,,,￦,"8,000",,대출가능,2013-11-20
275,4847,숲 속에서,김재홍 지음,길벗어린이,2001,그림 813.8 김72ㅅ,구입,단행본,,,￦,"7,500",,대출가능,2013-11-20
276,4849,생각하는 아이를 위한 철학동화,김해원,계림,2001,104 김83ㅅ,구입,단행본,,,￦,"10,000",,대출가능,2013-11-20
277,4857,도망자 고대국,김영주,우리교육,2001,813.8 김64ㄷ,구입,단행본,,,￦,"6,500",,대출가능,2013-11-20
278,4870,씨앗을 지키는 사람들,안미란,창작과비평사,2001,813.8 안38ㅆ c.3,구입,단행본,,,￦,"6,000",,대출가능,2013-11-20
279,4871,씨앗을 지키는 사람들,안미란,창작과비평사,2001,813.8 안38ㅆ c.2,구입,단행본,,,￦,"6,000",,대출가능,2013-11-20
280,4881,백제를 왜 잃어버린 왕국이라고 하나요,권오영,다섯수레,2001,911 왜65ㄷ v.20 c.3,구입,단행본,,,￦,"6,500",,대출가능,2013-11-20
281,4887,5학년에 맞춘 눈높이 학습화보,안선모,대교출판,2001,507.5 안54 c.2,구입,단행본,,,￦,"5,000",,대출가능,2013-11-20
282,4890,생각을 키우는 글쓰기,열린교육,대교출판,2001,802 열298ㅅ,구입,단행본,,,￦,"8,000",,대출가능,2013-11-20
283,4891,생각을 키우는 글쓰기,열린교육,대교출판,2001,802 열298ㅅ c.2,구입,단행본,,,￦,"8,000",,대출가능,2013-11-20
284,4896,선생님의 밥그릇,이청춘,다림,2001,813.8 이764ㅅ c.5,구입,단행본,,,￦,"6,500",,대출가능,2013-11-20
285,4911,내 똥이 최고야,신정민,새솔,2001,그림 813.8 신74ㄴ c.3,구입,단행본,,,￦,"6,000",,대출가능,2013-11-20
286,4917,사람은 무엇으로 사는가,톨스토이,슬기,2001,892.8 톨57ㅅ c.1,구입,단행본,,,￦,"6,000",,대출가능,2013-11-20
287,4918,사람은 무엇으로 사는가,톨스토이,슬기,2001,892.8 톨57ㅅ c.2,구입,단행본,,,￦,"6,000",,대출가능,2013-11-20
288,4945,문화재 답사로 역사와 친해지는 방법,조현진,교학사,2000,981 조84ㅁ c.2,구입,단행본,,,￦,"9,000",,대출가능,2013-11-20
289,4965,베니스의 상인,셰익스피어,교학사,2000,853.8 셰68ㅂ,구입,단행본,,,￦,"5,000",,대출가능,2013-11-20
290,4996,백두산으로 날아간 된장 잠자리,김정환 글 ; 박지훈 그림,언어세상,2006,495 김74ㅂ,구입,단행본,,,￦,"9,500",,대출가능,2013-11-20
291,5049,나의 라임오렌지 나무,J.M바스콘셀로스,예림당,2001,879.8 J.ㄴ c.5,구입,단행본,,,￦,"5,000",,대출가능,2013-11-20
292,5079,아빠 몸속을 청소한 키모,이영,예림당,2001,813.8 이64ㅇ c.5,구입,단행본,,,￦,"6,000",,대출가능,2013-11-20
293,5086,세상에서 가장 소중한 약속,고정욱,두산동아,2001,813.8 고74ㅅ c.2,구입,단행본,,,￦,"6,000",,대출가능,2013-11-20
294,5087,세상에서 가장 소중한 약속,고정욱,두산동아,2001,813.8 고74ㅅ c.3,구입,단행본,,,￦,"6,000",,대출가능,2013-11-20
295,5154,별이 된 일곱 쌍둥이,신순재,대교출판,2001,813.8 신56ㅂ c.2,구입,단행본,,,￦,"6,500",,대출가능,2013-11-20
296,5155,구름 위를 오른 아이,이상배,두산동아,2001,813.8 이52ㄱ,구입,단행본,,,￦,"6,000",,대출가능,2013-11-20
297,5156,구름 위를 오른 아이,이상배,두산동아,2001,813.8 이52ㄱ c.2,구입,단행본,,,￦,"6,000",,대출가능,2013-11-20
298,5178,용기 있는 아이로 길러주는 여섯가지 동화,조광성,새솔,2000,813.8 조15ㅇ c.2,구입,단행본,,,￦,"6,500",,대출가능,2013-11-20
299,5179,용기 있는 아이로 길러주는 여섯가지 동화,조광성,새솔,2000,813.8 조15ㅇ c.3,구입,단행본,,,￦,"6,500",,대출가능,2013-11-20
300,5180,(특별한 내 아이에게 들려주는 12달 이야기) 엄마는 너를 너무 사랑해,최혜영 엮음; 백정현; 이선주 외 12명 그림,영고,2001,813.8 최84ㅇ,구입,단행본,,,￦,"12,000",,대출가능,2013-11-20
301,5188,아기 바람이 들려주는 지혜 이야기 (상),김유리,영교,2001,813.8 김66ㅇ c.3,구입,단행본,,,￦,"6,000",,대출가능,2013-11-20
302,5208,오싱. 1: 더부살이 편,하시다 스가코,청조사,2001,833 하58ㅇ v.1 c.7,구입,단행본,,,￦,"7,000",,대출가능,2013-11-20
303,5219,오싱. 2: 홀로서기 편,하시다 스가코,청조사,2001,833 하58ㅇ v.2 c.3,구입,단행본,,,￦,"7,000",,대출가능,2013-11-20
304,5231,빨간 우체통이 전해준 사랑 이야기,나이테,다산교육,2001,813.8 나68ㅃ c.2,구입,단행본,,,￦,"6,500",,대출가능,2013-11-20
305,5235,"어디, 뚱보 맛 좀 볼래?",모카 글; 아나이스 보젤라드 그림; 최윤정 옮김,비룡소,2000,808.9 난192 v.3-17,구입,단행본,,,￦,"6,000",,대출가능,2013-11-20
306,5236,"어디, 뚱보 맛 좀 볼래?",모카 글; 아나이스 보젤라드 그림; 최윤정 옮김,비룡소,2000,808.9 난192 v.3-17 c.2,구입,단행본,,,￦,"6,000",,대출가능,2013-11-20
307,5254,똘배가 보고 온 달나라,권장생 외,창작과비평사,2001,813.8 권72ㄸ c.2,구입,단행본,,,￦,"6,000",,대출가능,2013-11-20
308,5268,피자보다 맛있는 이야기 철학,정지영,영교,2001,104 정78ㅍ c.3,구입,단행본,,,￦,"6,500",,대출가능,2013-11-20
309,5275,"얘들아, 역사로 가자",조호상,풀빛,2001,911 조85ㅇ,구입,단행본,,,￦,"5,800",,대출가능,2013-11-20
310,5283,행복한 청소부,모니카 페트,풀빛,2001,그림 853.8 페887ㅎ c.4,구입,단행본,,,￦,"7,500",,대출가능,2013-11-20
311,5285,새들의 합창,구용,아동문예,1999,811.8 구65ㅅ,구입,단행본,,,￦,"6,000",,제적,2013-11-20
312,5287,"안녕하세요, 벨 박사님",주디스 조지,비룡소,2001,990.94 주28ㅇ,구입,단행본,,,￦,"6,000",,대출가능,2013-11-20
313,5320,사라져 가는 세시풍속,이동렬,두산동아,2001,380 이25ㅅ c.2,구입,단행본,,,￦,"7,500",,대출가능,2013-11-20
314,5334,명화로 보는 인류의 역사,심상용,영교,2001,608 심52ㅁ c.2,구입,단행본,,,￦,"10,000",,대출가능,2013-11-20
315,5467,신나는 짱구의 영어 회화,주현주,㈜지경사,2001,743 주84ㅅ,구입,단행본,,,￦,"6,500",,대출가능,2013-11-20
316,5469,영어로 Thinking,니시다 미노루,㈜지경사,2001,743 니58ㅇ,구입,단행본,,,￦,"5,500",,대출가능,2013-11-20
317,5481,한국의 역사 1 한민족의 형성과 고조선,박화목,대산,2002,911 박85ㅎ v.1,구입,단행본,,,￦,"9,500",,대출가능,2013-11-20
318,5482,한국의 역사 2 삼국의 발전과 고대문화,박화목,대산,2002,911 박85ㅎ v.2,구입,단행본,,,￦,"9,500",,대출가능,2013-11-20
319,5483,한국의 역사 3 신라의 삼국 통일,박화목,대산,2002,911 박85ㅎ v.3,구입,단행본,,,￦,"9,500",,대출가능,2013-11-20
320,5484,한국의 역사 4 신라의  문화 예술,박화목,대산,2002,911 박85ㅎ v.4,구입,단행본,,,￦,"9,500",,대출가능,2013-11-20
321,5485,한국의 역사 5 발해와 후삼국 시대,박화목,대산,2002,911 박85ㅎ v.5,구입,단행본,,,￦,"9,500",,대출가능,2013-11-20
